Query Length,nDCG@10
106,0.6309297535714575
118,0.6309297535714575
113,0.6309297535714575
55,0.6309297535714575
42,0.6309297535714575
49,0.31546487678572877
64,0.6309297535714575
70,0.3562071871080222
51,0.0
64,0.38685280723454163
24,0.0
52,0.0
65,0.3010299956639812
42,0.0
53,0.3333333333333333
38,0.38685280723454163
50,0.0
67,0.6309297535714575
39,0.5
60,0.38685280723454163
51,0.6309297535714575
74,0.31546487678572877
56,0.6309297535714575
70,0.3010299956639812
65,0.5
25,0.31546487678572877
65,0.2890648263178879
62,0.31546487678572877
53,0.3333333333333333
55,0.5
62,0.3010299956639812
44,0.6309297535714575
65,0.0
54,0.5
72,0.3010299956639812
58,0.0
84,0.5
73,0.0
50,0.43067655807339306
51,0.0
72,0.38685280723454163
31,0.0
55,0.43067655807339306
48,0.0
48,0.0
61,0.5
36,0.38685280723454163
80,0.6309297535714575
83,0.6309297535714575
71,0.5
50,0.0
45,0.6309297535714575
61,0.3333333333333333
63,0.3562071871080222
59,0.5
59,0.3562071871080222
77,0.6309297535714575
38,0.6309297535714575
64,0.6309297535714575
72,0.0
44,0.0
48,0.0
49,0.6309297535714575
69,0.2890648263178879
56,0.3562071871080222
55,0.3333333333333333
52,0.0
41,0.6309297535714575
52,0.5
59,0.6309297535714575
61,0.43067655807339306
52,0.0
54,0.2890648263178879
60,0.6309297535714575
50,0.31546487678572877
74,0.0
39,0.0
65,0.5
34,0.0
25,0.6309297535714575
57,0.43067655807339306
24,0.6309297535714575
39,0.5
53,0.43067655807339306
47,0.38685280723454163
65,0.0
70,0.0
76,0.43067655807339306
69,0.38685280723454163
74,0.5
103,0.2890648263178879
19,0.38685280723454163
75,0.3010299956639812
67,0.3010299956639812
70,0.38685280723454163
68,0.6309297535714575
59,0.0
50,0.0
65,0.31546487678572877
65,0.6309297535714575
62,0.0
104,0.3562071871080222
90,0.0
73,0.31546487678572877
75,0.5
87,0.0
79,0.0
84,0.0
75,0.0
73,0.5
70,0.43067655807339306
64,0.5
91,0.3562071871080222
54,0.0
48,0.3562071871080222
44,0.0
53,0.5
100,0.43067655807339306
59,0.6309297535714575
80,0.3010299956639812
50,0.6309297535714575
83,0.6309297535714575
85,0.43067655807339306
52,0.2890648263178879
44,0.6309297535714575
51,0.5
47,0.38685280723454163
41,0.0
48,0.38685280723454163
58,0.6309297535714575
83,0.3333333333333333
84,0.0
64,0.3010299956639812
70,0.38685280723454163
54,0.6309297535714575
49,0.38685280723454163
70,0.3010299956639812
64,0.38685280723454163
86,0.5
66,0.43067655807339306
51,0.0
64,0.5
50,0.6309297535714575
66,0.0
51,0.0
68,0.5
74,0.3562071871080222
85,0.6309297535714575
71,0.6309297535714575
50,0.6309297535714575
53,0.6309297535714575
61,0.3562071871080222
117,0.6309297535714575
55,0.6309297535714575
79,0.3562071871080222
79,0.0
60,0.0
60,0.3333333333333333
55,0.0
62,0.6309297535714575
123,0.6309297535714575
75,0.6309297535714575
63,0.0
77,0.0
64,0.0
62,0.3562071871080222
61,0.5
36,0.0
63,0.3562071871080222
60,0.0
72,0.6309297535714575
77,0.6309297535714575
71,0.43067655807339306
48,0.6309297535714575
88,0.0
70,0.3333333333333333
68,0.38685280723454163
62,0.0
72,0.0
89,0.0
97,0.0
106,0.0
116,0.43067655807339306
120,0.6309297535714575
105,0.6309297535714575
113,0.0
97,0.0
64,0.5
74,0.5
82,0.0
63,0.38685280723454163
90,0.0
55,0.38685280723454163
88,0.3010299956639812
141,0.43067655807339306
68,0.3333333333333333
46,0.3010299956639812
73,0.5
55,0.38685280723454163
73,0.0
88,0.38685280723454163
81,0.43067655807339306
105,0.6309297535714575
70,0.5
70,0.0
102,0.38685280723454163
64,0.0
127,0.0
83,0.0
54,0.3333333333333333
70,0.0
82,0.3562071871080222
77,0.38685280723454163
54,0.5
71,0.31546487678572877
57,0.6309297535714575
119,0.38685280723454163
119,0.6309297535714575
56,0.38685280723454163
53,0.0
53,0.5
79,0.38685280723454163
50,0.6309297535714575
58,0.6309297535714575
68,0.5
49,0.6309297535714575
59,0.5
99,0.6309297535714575
49,0.0
69,0.3010299956639812
74,0.6309297535714575
90,0.6309297535714575
55,0.43067655807339306
58,0.2890648263178879
75,0.3333333333333333
72,0.0
70,0.38685280723454163
69,0.0
39,0.5
64,0.38685280723454163
52,0.0
38,0.0
53,0.5
72,0.6309297535714575
75,0.0
54,0.3010299956639812
54,0.6309297535714575
53,0.38685280723454163
46,0.2890648263178879
33,0.0
43,0.0
91,0.6309297535714575
59,0.6309297535714575
86,0.6309297535714575
74,0.0
121,0.6309297535714575
94,0.38685280723454163
93,0.6309297535714575
88,0.6309297535714575
72,0.6309297535714575
78,0.5
57,0.3333333333333333
86,0.5
59,0.3010299956639812
45,0.38685280723454163
62,0.6309297535714575
62,0.5
32,0.5
91,0.5
53,0.5
52,0.38685280723454163
65,0.5
72,0.3562071871080222
46,0.5
56,0.31546487678572877
41,0.3562071871080222
53,0.3562071871080222
48,0.5
52,0.31546487678572877
88,0.3562071871080222
86,0.5
86,0.3562071871080222
79,0.0
69,0.3010299956639812
82,0.5
72,0.5
43,0.6309297535714575
58,0.3562071871080222
50,0.43067655807339306
47,0.5
47,0.3333333333333333
50,0.38685280723454163
30,0.6309297535714575
50,0.5
53,0.0
50,0.5
47,0.3333333333333333
84,0.43067655807339306
50,0.0
88,0.5
74,0.0
82,0.5
74,0.2890648263178879
49,0.0
87,0.0
61,0.43067655807339306
92,0.0
63,0.3333333333333333
56,0.43067655807339306
81,0.0
57,0.3562071871080222
73,0.6309297535714575
53,0.6309297535714575
76,0.6309297535714575
44,0.5
58,0.43067655807339306
54,0.6309297535714575
50,0.0
58,0.6309297535714575
58,0.6309297535714575
52,0.43067655807339306
57,0.5
91,0.0
69,0.5
66,0.0
46,0.0
63,0.0
39,0.31546487678572877
42,0.3010299956639812
75,0.5
82,0.38685280723454163
67,0.6309297535714575
83,0.5
116,0.5
62,0.3562071871080222
82,0.5
72,0.43067655807339306
117,0.43067655807339306
126,0.5
87,0.5
107,0.3562071871080222
95,0.0
92,0.31546487678572877
68,0.6309297535714575
74,0.0
66,0.0
46,0.6309297535714575
68,0.43067655807339306
67,0.0
43,0.0
60,0.0
58,0.3010299956639812
57,0.6309297535714575
60,0.0
72,0.31546487678572877
64,0.2890648263178879
65,0.0
65,0.0
62,0.38685280723454163
61,0.6309297535714575
53,0.0
69,0.6309297535714575
54,0.0
30,0.0
70,0.0
61,0.0
71,0.0
76,0.0
88,0.2890648263178879
73,0.0
98,0.6309297535714575
79,0.6309297535714575
77,0.0
65,0.38685280723454163
17,0.43067655807339306
62,0.0
60,0.0
81,0.38685280723454163
94,0.6309297535714575
75,0.6309297535714575
110,0.6309297535714575
119,0.43067655807339306
54,0.43067655807339306
82,0.31546487678572877
52,0.0
84,0.3010299956639812
66,0.5
43,0.6309297535714575
64,0.5
52,0.6309297535714575
38,0.6309297535714575
60,0.43067655807339306
50,0.43067655807339306
55,0.5
50,0.2890648263178879
59,0.0
48,0.6309297535714575
75,0.6309297535714575
76,0.3562071871080222
76,0.6309297535714575
67,0.0
43,0.5
70,0.31546487678572877
106,0.5
63,0.0
35,0.0
57,0.3010299956639812
83,0.6309297535714575
86,0.43067655807339306
49,0.5
88,0.6309297535714575
69,0.6309297535714575
74,0.5
68,0.2890648263178879
50,0.3562071871080222
49,0.6309297535714575
47,0.6309297535714575
83,0.3333333333333333
71,0.6309297535714575
61,0.43067655807339306
68,0.6309297535714575
59,0.6309297535714575
47,0.5
31,0.5
63,0.6309297535714575
60,0.0
55,0.43067655807339306
39,0.6309297535714575
79,0.43067655807339306
47,0.3333333333333333
68,0.5
72,0.6309297535714575
72,0.6309297535714575
59,0.0
100,0.6309297535714575
57,0.31546487678572877
65,0.38685280723454163
73,0.43067655807339306
104,0.6309297535714575
64,0.6309297535714575
51,0.5
80,0.43067655807339306
89,0.6309297535714575
80,0.6309297535714575
63,0.43067655807339306
103,0.0
52,0.3333333333333333
51,0.6309297535714575
73,0.38685280723454163
58,0.3333333333333333
105,0.5
54,0.6309297535714575
58,0.0
63,0.43067655807339306
59,0.6309297535714575
77,0.6309297535714575
52,0.43067655807339306
50,0.0
56,0.31546487678572877
65,0.5
45,0.5
67,0.5
52,0.5
39,0.3562071871080222
58,0.5
50,0.43067655807339306
68,0.5
54,0.0
86,0.3333333333333333
71,0.6309297535714575
34,0.0
52,0.0
65,0.6309297535714575
75,0.3562071871080222
50,0.0
73,0.0
66,0.0
59,0.0
38,0.3562071871080222
62,0.0
57,0.0
39,0.0
90,0.0
86,0.0
66,0.5
50,0.6309297535714575
39,0.43067655807339306
71,0.5
87,0.43067655807339306
56,0.31546487678572877
61,0.5
63,0.38685280723454163
91,0.3562071871080222
54,0.38685280723454163
62,0.43067655807339306
92,0.6309297535714575
51,0.6309297535714575
112,0.6309297535714575
72,0.6309297535714575
69,0.43067655807339306
61,0.6309297535714575
41,0.0
63,0.3333333333333333
58,0.6309297535714575
49,0.3562071871080222
50,0.0
72,0.31546487678572877
59,0.43067655807339306
94,0.0
90,0.0
80,0.5
84,0.6309297535714575
70,0.6309297535714575
89,0.0
66,0.38685280723454163
54,0.6309297535714575
85,0.38685280723454163
72,0.6309297535714575
67,0.0
58,0.6309297535714575
